id,url_id,user_id,event_type,timestamp,details
76,76,386,created,2026-02-12 15:13:55,"{""short_code"":""2na7oq"",""original_url"":""https://relay.cloud/keen/anchor/76""}"
77,77,68,created,2026-01-05 13:40:59,"{""short_code"":""34sbGi"",""original_url"":""https://acme.dev/ivory/journey/77""}"
78,78,336,created,2025-02-01 07:13:53,"{""short_code"":""4SJLHu"",""original_url"":""https://seeded.app/jade/window/78""}"
79,79,337,created,2025-02-09 18:14:57,"{""short_code"":""pdQ6Pf"",""original_url"":""https://hackstack.io/ember/river/79""}"
80,80,316,created,2025-01-15 06:38:17,"{""short_code"":""IPBvBU"",""original_url"":""https://example.com/urban/meadow/80""}"
81,81,387,created,2025-07-25 18:05:02,"{""short_code"":""D8HoCQ"",""original_url"":""https://hackstack.io/keen/signal/81""}"
82,82,393,created,2025-10-30 18:51:44,"{""short_code"":""Ol194L"",""original_url"":""https://example.com/navy/engine/82""}"
83,83,237,created,2025-03-08 00:42:07,"{""short_code"":""mGLcdl"",""original_url"":""https://opswise.net/gold/river/83""}"
84,84,383,created,2026-02-10 07:33:39,"{""short_code"":""lERd9e"",""original_url"":""https://hackstack.io/brisk/anchor/84""}"
85,85,327,created,2025-04-24 22:37:24,"{""short_code"":""PpfMPg"",""original_url"":""https://opswise.net/cobalt/orbit/85""}"
86,86,315,created,2025-04-17 18:55:24,"{""short_code"":""DNoX8z"",""original_url"":""https://hackstack.io/warm/meadow/86""}"
87,87,390,created,2025-10-15 05:50:23,"{""short_code"":""HRbspm"",""original_url"":""https://hackstack.io/keen/valley/87""}"
88,88,333,created,2025-02-05 01:10:54,"{""short_code"":""DqxGQs"",""original_url"":""https://acme.dev/gold/canyon/88""}"
89,89,148,created,2025-08-12 15:31:22,"{""short_code"":""kw0HEg"",""original_url"":""https://seeded.app/tidy/canyon/89""}"
90,90,114,created,2025-04-13 21:48:22,"{""short_code"":""9W1xzp"",""original_url"":""https://acme.dev/forest/meadow/90""}"
91,91,21,created,2025-01-22 03:25:43,"{""short_code"":""0cNyMS"",""original_url"":""https://acme.dev/ember/signal/91""}"
92,92,84,created,2025-09-13 11:41:39,"{""short_code"":""4N7GlG"",""original_url"":""https://hackstack.io/warm/river/92""}"
93,93,131,created,2025-07-06 10:04:47,"{""short_code"":""pp7mUx"",""original_url"":""https://example.com/lively/signal/93""}"
94,94,256,created,2026-02-18 14:46:17,"{""short_code"":""eq3voi"",""original_url"":""https://acme.dev/clear/valley/94""}"
95,95,59,created,2025-05-28 03:34:47,"{""short_code"":""K4ng2i"",""original_url"":""https://acme.dev/amber/yard/95""}"
96,96,268,created,2026-01-03 14:37:45,"{""short_code"":""U2FPr7"",""original_url"":""https://relay.cloud/tidy/pioneer/96""}"
97,97,257,created,2025-08-04 20:29:06,"{""short_code"":""VaFukw"",""original_url"":""https://seeded.app/jade/signal/97""}"
98,98,229,created,2025-01-22 10:27:06,"{""short_code"":""RQTSg2"",""original_url"":""https://example.com/urban/field/98""}"
99,99,383,created,2025-03-13 13:41:38,"{""short_code"":""mKaenl"",""original_url"":""https://acme.dev/urban/delta/99""}"
100,100,274,created,2025-12-15 01:08:20,"{""short_code"":""ggHjJf"",""original_url"":""https://opswise.net/jade/river/100""}"
101,101,106,created,2025-10-10 13:57:13,"{""short_code"":""AqM66Q"",""original_url"":""https://example.com/opal/journey/101""}"
102,102,52,created,2025-08-03 18:06:05,"{""short_code"":""7Sf6L5"",""original_url"":""https://hackstack.io/harbor/beacon/102""}"
103,103,353,created,2025-09-02 21:34:30,"{""short_code"":""CjbrCF"",""original_url"":""https://opswise.net/cobalt/lagoon/103""}"
104,104,355,created,2025-02-26 01:07:58,"{""short_code"":""gfDw74"",""original_url"":""https://acme.dev/jade/window/104""}"
105,105,4,created,2025-07-10 12:48:47,"{""short_code"":""gTUGkU"",""original_url"":""https://relay.cloud/jade/lagoon/105""}"
106,106,391,created,2025-04-14 16:07:53,"{""short_code"":""kKE5R9"",""original_url"":""https://opswise.net/keen/yard/106""}"
107,107,350,created,2025-12-08 04:28:48,"{""short_code"":""g7s1Uk"",""original_url"":""https://seeded.app/lively/pioneer/107""}"
108,108,372,created,2026-01-21 23:06:17,"{""short_code"":""7iAjYd"",""original_url"":""https://opswise.net/ivory/signal/108""}"
109,109,357,created,2025-12-08 11:01:30,"{""short_code"":""R17qeZ"",""original_url"":""https://seeded.app/warm/uplink/109""}"
110,110,93,created,2025-05-07 03:51:06,"{""short_code"":""cNw1Tm"",""original_url"":""https://example.com/ember/engine/110""}"
111,111,94,created,2026-02-15 05:17:00,"{""short_code"":""mEsCnF"",""original_url"":""https://relay.cloud/brisk/orbit/111""}"
112,112,71,created,2025-08-20 14:50:54,"{""short_code"":""t0FC5o"",""original_url"":""https://relay.cloud/gold/delta/112""}"
113,113,118,created,2025-08-26 01:54:17,"{""short_code"":""2IOEuS"",""original_url"":""https://example.com/keen/lagoon/113""}"
114,114,225,created,2025-12-11 16:44:59,"{""short_code"":""pYBF0U"",""original_url"":""https://relay.cloud/mellow/field/114""}"
115,115,245,created,2025-12-14 23:41:01,"{""short_code"":""FvCuNL"",""original_url"":""https://opswise.net/gold/canyon/115""}"
116,116,10,created,2025-02-12 10:04:30,"{""short_code"":""szF6TG"",""original_url"":""https://acme.dev/warm/quartz/116""}"
117,117,397,created,2026-01-22 01:02:16,"{""short_code"":""NnjY41"",""original_url"":""https://acme.dev/quiet/anchor/117""}"
118,118,345,created,2025-04-18 00:34:50,"{""short_code"":""KLIn4b"",""original_url"":""https://example.com/warm/quartz/118""}"
119,119,384,created,2025-05-31 18:25:18,"{""short_code"":""Tzi3ym"",""original_url"":""https://seeded.app/young/field/119""}"
120,120,283,created,2025-09-13 14:58:59,"{""short_code"":""eK3Yfe"",""original_url"":""https://acme.dev/urban/uplink/120""}"
121,121,133,created,2025-11-01 06:30:26,"{""short_code"":""Uz1Dnc"",""original_url"":""https://example.com/opal/beacon/121""}"
122,122,218,created,2025-01-31 03:56:14,"{""short_code"":""bRxE1V"",""original_url"":""https://opswise.net/navy/lagoon/122""}"
123,123,377,created,2025-07-17 06:55:33,"{""short_code"":""GbpIY9"",""original_url"":""https://seeded.app/clear/uplink/123""}"
124,124,387,created,2025-02-01 19:20:21,"{""short_code"":""AWuaKC"",""original_url"":""https://acme.dev/opal/network/124""}"
125,125,87,created,2025-09-26 16:45:32,"{""short_code"":""PyZhMN"",""original_url"":""https://hackstack.io/silver/pioneer/125""}"
126,126,327,created,2026-02-09 21:49:28,"{""short_code"":""6LSTlS"",""original_url"":""https://hackstack.io/jade/river/126""}"
127,127,57,created,2025-08-13 14:25:31,"{""short_code"":""ufclcg"",""original_url"":""https://hackstack.io/rapid/network/127""}"
128,128,256,created,2025-08-31 22:43:30,"{""short_code"":""hzJzJH"",""original_url"":""https://seeded.app/vivid/canyon/128""}"
129,129,305,created,2025-12-01 03:43:07,"{""short_code"":""0iezIO"",""original_url"":""https://opswise.net/rapid/anchor/129""}"
130,130,109,created,2025-11-24 06:31:21,"{""short_code"":""rOviIK"",""original_url"":""https://hackstack.io/clear/canyon/130""}"
131,131,44,created,2026-02-08 06:53:00,"{""short_code"":""JxLMMO"",""original_url"":""https://example.com/brisk/network/131""}"
132,132,326,created,2025-07-01 22:28:01,"{""short_code"":""Ovo05U"",""original_url"":""https://hackstack.io/rapid/zenith/132""}"
133,133,383,created,2025-04-14 10:04:53,"{""short_code"":""oEMeGJ"",""original_url"":""https://acme.dev/ivory/network/133""}"
134,134,357,created,2026-01-05 06:15:00,"{""short_code"":""wo1J5A"",""original_url"":""https://example.com/ember/quartz/134""}"
135,135,232,created,2025-08-23 15:14:06,"{""short_code"":""uP0mmX"",""original_url"":""https://opswise.net/forest/kernel/135""}"
136,136,163,created,2025-02-25 05:11:29,"{""short_code"":""bhXY5s"",""original_url"":""https://opswise.net/navy/uplink/136""}"
137,137,223,created,2025-07-05 07:56:22,"{""short_code"":""KGlOhj"",""original_url"":""https://hackstack.io/ivory/window/137""}"
138,138,187,created,2025-04-28 05:23:08,"{""short_code"":""YlXkHl"",""original_url"":""https://opswise.net/dawn/river/138""}"
139,139,177,created,2026-01-09 18:27:19,"{""short_code"":""ffCUza"",""original_url"":""https://hackstack.io/harbor/island/139""}"
140,140,123,created,2025-11-01 04:57:39,"{""short_code"":""4u81Gp"",""original_url"":""https://hackstack.io/navy/trail/140""}"
141,141,83,created,2026-01-27 03:05:05,"{""short_code"":""M07Bhq"",""original_url"":""https://hackstack.io/young/delta/141""}"
142,142,86,created,2025-06-09 19:19:08,"{""short_code"":""y0U3uz"",""original_url"":""https://example.com/opal/anchor/142""}"
143,143,236,created,2026-02-07 10:44:17,"{""short_code"":""h2CVlF"",""original_url"":""https://opswise.net/quiet/orbit/143""}"
144,144,50,created,2025-03-21 20:03:40,"{""short_code"":""Cd7Hyh"",""original_url"":""https://opswise.net/warm/engine/144""}"
145,145,143,created,2025-01-27 06:59:29,"{""short_code"":""zwexJw"",""original_url"":""https://seeded.app/keen/river/145""}"
146,146,53,created,2025-09-11 17:39:22,"{""short_code"":""26O1oj"",""original_url"":""https://opswise.net/rapid/orbit/146""}"
147,147,300,created,2025-10-16 10:21:31,"{""short_code"":""QyO0m1"",""original_url"":""https://relay.cloud/young/trail/147""}"
148,148,137,created,2025-01-13 13:05:15,"{""short_code"":""ze6M4k"",""original_url"":""https://hackstack.io/brisk/orbit/148""}"
149,149,120,created,2025-11-26 15:14:47,"{""short_code"":""wy72r4"",""original_url"":""https://opswise.net/keen/delta/149""}"
150,150,267,created,2025-06-22 10:06:13,"{""short_code"":""OpXFBF"",""original_url"":""https://hackstack.io/amber/meadow/150""}"
151,151,142,created,2025-03-12 08:55:17,"{""short_code"":""TDtgjR"",""original_url"":""https://acme.dev/vivid/valley/151""}"
152,152,176,created,2025-07-08 00:47:26,"{""short_code"":""bq3qUh"",""original_url"":""https://opswise.net/quiet/window/152""}"
153,153,125,created,2025-12-23 07:08:10,"{""short_code"":""hSDuoQ"",""original_url"":""https://hackstack.io/clear/meadow/153""}"
154,154,39,created,2025-04-03 12:24:15,"{""short_code"":""r63vFz"",""original_url"":""https://relay.cloud/dawn/meadow/154""}"
155,155,8,created,2025-10-29 01:03:13,"{""short_code"":""ESJIiZ"",""original_url"":""https://relay.cloud/lively/beacon/155""}"
156,156,365,created,2025-08-15 14:05:06,"{""short_code"":""f1zhWL"",""original_url"":""https://relay.cloud/opal/river/156""}"
157,157,227,created,2025-04-28 02:30:02,"{""short_code"":""t0eOR0"",""original_url"":""https://relay.cloud/silver/river/157""}"
158,158,207,created,2025-01-11 19:57:48,"{""short_code"":""KgYlmO"",""original_url"":""https://relay.cloud/ivory/beacon/158""}"
159,159,390,created,2025-02-21 16:01:23,"{""short_code"":""NFLkD0"",""original_url"":""https://opswise.net/urban/zenith/159""}"
160,160,129,created,2025-08-23 08:32:16,"{""short_code"":""XXYVBZ"",""original_url"":""https://seeded.app/ember/beacon/160""}"
161,161,257,created,2025-10-12 01:32:34,"{""short_code"":""uCyQM2"",""original_url"":""https://example.com/rapid/zenith/161""}"
162,162,161,created,2025-04-05 05:51:01,"{""short_code"":""eFlvSv"",""original_url"":""https://example.com/proud/signal/162""}"
163,163,345,created,2025-09-10 12:41:52,"{""short_code"":""qX0TjR"",""original_url"":""https://relay.cloud/rapid/island/163""}"
164,164,324,created,2025-10-01 00:01:32,"{""short_code"":""FOQTiA"",""original_url"":""https://relay.cloud/ember/valley/164""}"
165,165,182,created,2025-06-11 04:29:01,"{""short_code"":""zxItwn"",""original_url"":""https://relay.cloud/keen/valley/165""}"
166,166,165,created,2025-07-15 23:42:57,"{""short_code"":""IqEJcu"",""original_url"":""https://example.com/harbor/network/166""}"
167,167,379,created,2025-12-26 15:35:58,"{""short_code"":""w8Xae2"",""original_url"":""https://hackstack.io/clear/window/167""}"
168,168,161,created,2026-01-27 07:24:21,"{""short_code"":""qVN0BZ"",""original_url"":""https://opswise.net/warm/journey/168""}"
169,169,320,created,2025-12-25 18:48:15,"{""short_code"":""BVCu0B"",""original_url"":""https://acme.dev/ember/quartz/169""}"
170,170,321,created,2025-11-14 13:40:46,"{""short_code"":""O2NERr"",""original_url"":""https://relay.cloud/brisk/engine/170""}"
171,171,9,created,2025-08-18 06:49:32,"{""short_code"":""p4LwLr"",""original_url"":""https://opswise.net/young/journey/171""}"
172,172,12,created,2025-04-25 23:40:56,"{""short_code"":""63pzp2"",""original_url"":""https://hackstack.io/opal/river/172""}"
173,173,184,created,2025-12-01 12:39:57,"{""short_code"":""LFCTYv"",""original_url"":""https://opswise.net/warm/river/173""}"
174,174,270,created,2025-06-03 23:58:05,"{""short_code"":""FaG2IO"",""original_url"":""https://example.com/forest/orbit/174""}"
175,175,170,created,2025-02-11 16:29:44,"{""short_code"":""s3cndb"",""original_url"":""https://acme.dev/gold/delta/175""}"
176,176,217,created,2025-10-13 03:34:21,"{""short_code"":""Xr0OK2"",""original_url"":""https://seeded.app/warm/beacon/176""}"
177,177,272,created,2025-06-11 15:51:27,"{""short_code"":""E6THQx"",""original_url"":""https://acme.dev/calm/river/177""}"
178,178,72,created,2025-03-01 02:48:09,"{""short_code"":""WiMIOA"",""original_url"":""https://seeded.app/ember/window/178""}"
179,179,44,created,2025-04-02 06:10:21,"{""short_code"":""LTQPPw"",""original_url"":""https://hackstack.io/clear/zenith/179""}"
180,180,254,created,2025-06-17 14:11:14,"{""short_code"":""AMjWEM"",""original_url"":""https://hackstack.io/tidy/pioneer/180""}"
181,181,392,created,2026-02-12 20:01:36,"{""short_code"":""jE7Shc"",""original_url"":""https://seeded.app/rapid/window/181""}"
182,182,180,created,2025-11-26 18:36:21,"{""short_code"":""SZPXNb"",""original_url"":""https://relay.cloud/lively/orbit/182""}"
183,183,154,created,2025-01-03 07:54:37,"{""short_code"":""madERB"",""original_url"":""https://relay.cloud/harbor/anchor/183""}"
184,184,349,created,2025-07-16 11:52:20,"{""short_code"":""1TVdFY"",""original_url"":""https://seeded.app/rapid/island/184""}"
185,185,51,created,2026-01-10 08:12:38,"{""short_code"":""rFCiMv"",""original_url"":""https://opswise.net/quiet/canyon/185""}"
186,186,186,created,2025-06-15 19:53:47,"{""short_code"":""2MJaF0"",""original_url"":""https://relay.cloud/urban/pioneer/186""}"
187,187,337,created,2025-04-12 07:42:43,"{""short_code"":""Ra9OPO"",""original_url"":""https://opswise.net/quiet/pioneer/187""}"
188,188,371,created,2025-01-13 15:59:46,"{""short_code"":""Bcx8JW"",""original_url"":""https://opswise.net/proud/valley/188""}"
189,189,327,created,2025-07-05 04:48:51,"{""short_code"":""VDeLOG"",""original_url"":""https://acme.dev/young/window/189""}"
190,190,127,created,2025-06-17 01:38:56,"{""short_code"":""kG6aFu"",""original_url"":""https://opswise.net/rapid/trail/190""}"
191,191,318,created,2025-10-17 13:53:10,"{""short_code"":""dZAuuw"",""original_url"":""https://example.com/amber/field/191""}"
192,192,381,created,2025-06-12 04:52:39,"{""short_code"":""5hPsTh"",""original_url"":""https://relay.cloud/urban/field/192""}"
193,193,227,created,2025-02-09 02:57:29,"{""short_code"":""y7vAJI"",""original_url"":""https://example.com/tidy/meadow/193""}"
194,194,125,created,2025-03-18 23:08:32,"{""short_code"":""JDKuNw"",""original_url"":""https://seeded.app/warm/anchor/194""}"
195,195,214,created,2025-06-12 11:27:39,"{""short_code"":""PdL1TJ"",""original_url"":""https://example.com/rapid/delta/195""}"
196,196,324,created,2025-10-24 14:05:13,"{""short_code"":""ujTIo0"",""original_url"":""https://acme.dev/opal/uplink/196""}"
197,197,123,created,2025-01-28 03:47:43,"{""short_code"":""8NJJBz"",""original_url"":""https://acme.dev/urban/meadow/197""}"
198,198,282,created,2025-02-12 10:11:14,"{""short_code"":""RzQ8Zv"",""original_url"":""https://hackstack.io/opal/canyon/198""}"
199,199,227,created,2025-09-25 12:17:38,"{""short_code"":""Siu24j"",""original_url"":""https://relay.cloud/clear/river/199""}"
200,200,210,created,2025-09-04 18:13:10,"{""short_code"":""jvOnT2"",""original_url"":""https://relay.cloud/forest/signal/200""}"
201,201,369,created,2025-05-20 18:30:22,"{""short_code"":""7ajTdI"",""original_url"":""https://acme.dev/tidy/uplink/201""}"
202,202,79,created,2025-05-25 08:00:50,"{""short_code"":""tPkUEG"",""original_url"":""https://acme.dev/forest/island/202""}"
203,203,99,created,2025-03-23 14:47:02,"{""short_code"":""9toE64"",""original_url"":""https://seeded.app/ember/trail/203""}"
204,204,312,created,2025-04-10 00:16:17,"{""short_code"":""fCzO4U"",""original_url"":""https://relay.cloud/young/signal/204""}"
205,205,364,created,2025-01-15 10:50:01,"{""short_code"":""7QnMtl"",""original_url"":""https://seeded.app/cobalt/river/205""}"
206,206,336,created,2025-10-22 08:32:30,"{""short_code"":""VrSQG6"",""original_url"":""https://opswise.net/silver/field/206""}"
207,207,215,created,2025-05-19 06:59:53,"{""short_code"":""lv1Fmr"",""original_url"":""https://relay.cloud/mellow/window/207""}"
208,208,383,created,2025-09-30 01:01:40,"{""short_code"":""GkeGy2"",""original_url"":""https://seeded.app/jade/yard/208""}"
209,209,315,created,2025-09-07 14:32:29,"{""short_code"":""79xJuO"",""original_url"":""https://relay.cloud/ivory/beacon/209""}"
210,210,257,created,2025-05-19 16:24:23,"{""short_code"":""Xypi0e"",""original_url"":""https://hackstack.io/vivid/network/210""}"
211,211,135,created,2025-05-21 14:27:57,"{""short_code"":""Vmc46l"",""original_url"":""https://relay.cloud/warm/journey/211""}"
212,212,353,created,2025-04-06 23:30:11,"{""short_code"":""yHGjMh"",""original_url"":""https://example.com/keen/pioneer/212""}"
213,213,147,created,2025-04-26 11:22:46,"{""short_code"":""vzEYIn"",""original_url"":""https://example.com/brisk/window/213""}"
214,214,28,created,2025-08-27 10:06:25,"{""short_code"":""QQGHst"",""original_url"":""https://hackstack.io/keen/harvest/214""}"
215,215,149,created,2025-07-05 21:57:13,"{""short_code"":""wfR6DI"",""original_url"":""https://hackstack.io/warm/pioneer/215""}"
216,216,186,created,2025-12-12 02:18:48,"{""short_code"":""OYNuhk"",""original_url"":""https://opswise.net/warm/journey/216""}"
